,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,daily,daily_lower,daily_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
126,2020-05-27,531.9187898683994,-38078.631709805355,75307.93658679759,-1140.138569257313,2241.984627907649,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,0.0,0.0,0.0,17822.760496816798
127,2020-05-28,524.1675973810775,-40774.17040364948,77256.27596165249,-1210.5173305705644,2292.6286236222822,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,0.0,0.0,0.0,17563.044822361226
128,2020-05-29,516.4164048937558,-43397.26814837966,79300.04288240949,-1286.2580352281857,2373.317614219941,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,0.0,0.0,0.0,17303.32914790566
129,2020-05-30,508.6652124064341,-45636.69264001512,80920.37974533916,-1358.722510587746,2400.1940539560846,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,0.0,0.0,0.0,17043.613473450092
130,2020-05-31,500.9140199191124,-48787.80784841176,83646.04624966628,-1455.2559689513112,2467.127224845345,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,0.0,0.0,0.0,16783.897798994523
131,2020-06-01,493.16282743179056,-50476.29577157181,84469.41772165285,-1517.1591834499195,2536.0281414132564,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,0.0,0.0,0.0,16524.182124538955
132,2020-06-02,485.41163494446874,-52057.25189709869,87769.60481856548,-1580.0140485226818,2592.5172403844012,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,0.0,0.0,0.0,16264.466450083382
133,2020-06-03,477.6604424571471,-54640.18773265762,88554.04928452105,-1650.6896856700068,2653.892142419311,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,0.0,0.0,0.0,16004.750775627817
134,2020-06-04,469.9092499698254,-58646.28911116306,92107.6993276761,-1738.4021592235574,2720.1515500052947,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,0.0,0.0,0.0,15745.03510117225
135,2020-06-05,462.1580574825036,-60596.27807690286,92682.62918891746,-1813.0181367724192,2784.445572872727,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,0.0,0.0,0.0,15485.31942671668
136,2020-06-06,454.4068649951818,-62431.99019056399,96000.19150580863,-1868.1149699827588,2851.032350314685,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,32.5065443001671,0.0,0.0,0.0,15225.60375226111
